#code	name	spelldescstr	width	height	gentype	stackable	rlvl	rstr	rdex	1h2h	2h	1hMinDmg	1hMaxDmg	2hMinDmg	2hMaxDmg	throwMinDmg	throwMaxDmg	image	quest	strBonus	dexBonus	type	sockettype	class
j34	A Jade Figurine		2	0	2		0	0	0										1			ques		
jaw	Jawbone		1	0	2		1	0	0													body		
jew	Jewel		1	0	2		8	0	0													jewl		
k@k	The Book of Lies		1	0	2		1	0	0													grtz		
kazm	\grey;Quest Item\n\gold;Key of Sin		2	0	2		1	0	0													thng		
kbel	\grey;Quest Item\n\gold;Key of Lies		2	0	2		1	0	0													thng		
key	Key		1	0	2	1	1	0	0													key		
kfau	\grey;Quest Item\n\gold;Mind Warp		1	0	2		1	0	0													thng		
kpac	\orange;Cherry		1	0	2		1	0	0													thng		
ktax	\orange;Pulsating Worldstone Shard		1	0	2		0	0	0													thng		
ktbx	\orange;Pulsating Worldstone Shard		1	0	2		0	0	0													thng		
ktcx	\orange;Pulsating Worldstone Shard		1	0	2		0	0	0													thng		
ktdx	\orange;Pulsating Worldstone Shard		1	0	2		0	0	0													thng		
ktex	\orange;Pulsating Worldstone Shard		1	0	2		0	0	0													thng		
ktfx	\orange;Pulsating Worldstone Shard		1	0	2		0	0	0													thng		
ktgx	\orange;Pulsating Worldstone Crystal		1	0	2		0	0	0													thng		
ktor	\grey;Quest Item\n\gold;Edyrem's Time-Travel		1	0	2		1	0	0													thng		
ktox	\grey;Quest Item\n\gold;Dimensional Link		1	0	2		1	0	0													thng		
ktpx	\grey;Quest Item\n\gold;Otherworldly Link		1	0	2		1	0	0													thng		
ktzx	\gold;Riftwalker's Eye		1	0	2		1	0	0													thng		
kvoi	\grey;Quest Item\n\gold;Abyss Gate		1	0	2		1	0	0													thng		
l@l	\grey;Quest Item\n\gold;Skinrender's Sigil		1	0	2		1	0	0													thng		
lms	'The Last Man Standing'\nEvent Award:		2	0	2		1	0	0													grtz		
lok	Crystalline Flame Medallion		1	0	2		1	0	0													grtz		
luv	The Black Tower Key		2	0	2		1	0	0										1			key		
m@m	\grey;Quest Item\n\gold;Spinecracker's Sigil		1	0	2		1	0	0													thng		
mec	FLYING POLAR BUFFALO ERROR		1	0	2		5	0	0													thng		
mp1	Minor Mana Potion		1	0	2		1	0	0													mpot		
mp2	Light Mana Potion		1	0	2		1	0	0													mpot		
mp3	Mana Potion		1	0	2		1	0	0													mpot		
mp4	Greater Mana Potion		1	0	2		1	0	0													mpot		
mp5	Super Mana Potion		1	0	2		1	0	0													mpot		
mpf	FLYING POLAR BUFFALO ERROR		1	0	2		2	0	0													mpot		
mpo	FLYING POLAR BUFFALO ERROR		1	0	2		1	0	0													mpot		
mss	Mephisto's Soulstone		1	0	2		999	0	0										1			ques		
o@o	\grey;Quest Item\n\gold;Eyegouger's Sigil		1	0	2		1	0	0													thng		
ooc	Cube Reagent\n\orange;Oil of Conjuration		1	0	2		5	0	0													thng		
p@p	\grey;Quest Item\n\gold;Fleshcutter's Sigil		1	0	2		1	0	0													thng		
pacb	\orange;Home Cherry		1	0	2		1	0	0													thng		
q@q	\grey;Quest Item\n\gold;Bonehexer's Sigil		1	0	2		1	0	0													thng		
qbr	Khalim's Brain		1	0	2		1	0	0										1			ques		
qey	Khalim's Eye		1	0	2		1	0	0										1			ques		
qhr	Khalim's Heart		1	0	2		1	0	0										1			ques		
qll	Quill		1	0	2		1	0	0													body		
qu2	\grey;Cube Reagent\n\orange;Arcane Shards (2)		1	0	2		1	0	0													thng		
qu3	\grey;Cube Reagent\n\orange;Arcane Shards (3)		1	0	2		1	0	0													thng		
qu4	\grey;Cube Reagent\n\orange;Arcane Shards (4)		1	0	2		1	0	0													thng		
qul	\grey;Cube Reagent\n\orange;Arcane Shards (1)		1	0	2		1	0	0													thng		
qum	\grey;Cube Reagent\n\orange;Arcane Crystal		1	0	2		1	0	0													thng		
r01	\purple;El Rune		1	0	2		1	0	0													rune		
r02	\purple;Eld Rune		1	0	2		1	0	0													rune		
r03	\purple;Tir Rune		1	0	2		2	0	0													rune		
r04	\purple;Nef Rune		1	0	2		2	0	0													rune		
r05	\purple;Eth Rune		1	0	2		3	0	0													rune		
r06	\purple;Ith Rune		1	0	2		3	0	0													rune		
r07	\purple;Tal Rune		1	0	2		4	0	0													rune		
r08	\purple;Ral Rune		1	0	2		5	0	0													rune		
r09	\purple;Ort Rune		1	0	2		6	0	0													rune		
r10	\purple;Thul Rune		1	0	2		7	0	0													rune		
r11	\purple;Amn Rune		1	0	2		8	0	0													rune		
r12	\purple;Sol Rune		1	0	2		9	0	0													rune		
r13	\purple;Shael Rune		1	0	2		10	0	0													rune		
r14	\purple;Dol Rune		1	0	2		11	0	0													rune		
r15	\purple;Hel Rune		1	0	2		12	0	0													rune		
r16	\purple;Io Rune		1	0	2		13	0	0													rune		
r17	\purple;Lum Rune		1	0	2		14	0	0													rune		
r18	\purple;Ko Rune		1	0	2		15	0	0													rune		
r19	\purple;Fal Rune		1	0	2		16	0	0													rune		
r20	\purple;Lem Rune		1	0	2		17	0	0													rune		
r21	\purple;Pul Rune		1	0	2		18	0	0													rune		
r22	\purple;Um Rune		1	0	2		19	0	0													rune		
r23	\purple;Mal Rune		1	0	2		20	0	0													rune		
r24	\purple;Ist Rune		1	0	2		21	0	0													rune		
r25	\purple;Gul Rune		1	0	2		22	0	0													rune		
r26	\purple;Vex Rune		1	0	2		23	0	0													rune		
r27	\purple;Ohm Rune		1	0	2		24	0	0													rune		
r28	\purple;Lo Rune		1	0	2		25	0	0													rune		
r29	\purple;Sur Rune		1	0	2		26	0	0													rune		
r30	\purple;Ber Rune		1	0	2		27	0	0													rune		
r31	\purple;Jah Rune		1	0	2		28	0	0													rune		
r32	\purple;Cham Rune		1	0	2		29	0	0													rune		
r33	\purple;Zod Rune		1	0	2		30	0	0													rune		
r34	unused		1	0	2		31	0	0													rune		
r35	unused		1	0	2		32	0	0													rune		
r36	unused		1	0	2		33	0	0													rune		
r37	unused		1	0	2		34	0	0													rune		
r38	unused		1	0	2		35	0	0													rune		
r39	unused		1	0	2		36	0	0													rune		
r40	unused		1	0	2		37	0	0													rune		
r41	unused		1	0	2		38	0	0													rune		
r42	unused		1	0	2		39	0	0													rune		
r43	unused		1	0	2		40	0	0													rune		
r44	unused		1	0	2		41	0	0													rune		
r45	unused		1	0	2		42	0	0													rune		
r46	unused		1	0	2		43	0	0													rune		
r47	unused		1	0	2		44	0	0													rune		
r48	unused		1	0	2		45	0	0													rune		
r49	unused		1	0	2		46	0	0													rune		
r50	unused		1	0	2		47	0	0													rune		
r51	\grey;Great Rune\n\purple;Taha Rune		1	0	2		48	0	0													rune		
r52	\grey;Great Rune\n\purple;Ghal Rune		1	0	2		49	0	0													rune		
r53	\grey;Great Rune\n\purple;Qor Rune		1	0	2		50	0	0													rune		
r54	\grey;Great Rune\n\purple;Krys Rune		1	0	2		48	0	0													rune		
r55	\grey;Great Rune\n\purple;Auhe Rune		1	0	2		49	0	0													rune		
r56	\grey;Great Rune\n\purple;Sha'ad Rune		1	0	2		50	0	0													rune		
r57	\grey;Elemental Rune\n\purple;Fire Rune		1	0	2		1	0	0													xrun		
r58	\grey;Elemental Rune\n\purple;Stone Rune		1	0	2		1	0	0													xrun		
r59	\grey;Elemental Rune\n\purple;Arcane Rune		1	0	2		1	0	0													xrun		
r60	\grey;Elemental Rune\n\purple;Poison Rune		1	0	2		1	0	0													xrun		
r61	\grey;Elemental Rune\n\purple;Light Rune		1	0	2		1	0	0													xrun		
r62	\grey;Elemental Rune\n\purple;Ice Rune		1	0	2		1	0	0													xrun		
r98	\grey;Enchanted Rune\n\purple;Xis Rune		1	0	2		1	0	0													xrun		
r99	\grey;Primal Rune\n\purple;Runestone		1	0	2		1	0	0													thng,esse		
r@r	\grey;Quest Item\n\gold;Ring of the Five		1	0	2		4	0	0													kill		
rin	Ring		1	0	2		4	0	0													ring		
ripx	\dgrey;Wings of the Departed		1	0	2		1	0	0													hpot		
rpl	FLYING POLAR BUFFALO ERROR		1	0	2	5	1	0	0													hpot		
rps	FLYING POLAR BUFFALO ERROR		1	0	2	5	1	0	0													hpot		
rvl	Full Rejuvenation Potion		1	0	2		2	0	0													rpot		
rvs	Rejuvenation Potion		1	0	2		2	0	0													rpot		
rx01	\grey;Enchanted Rune (01)\n\purple;Ol Rune		1	0	2		1	0	0													erun		
rx02	\grey;Enchanted Rune (02)\n\purple;Elq Rune		1	0	2		1	0	0													erun		
rx03	\grey;Enchanted Rune (03)\n\purple;Tyr Rune		1	0	2		1	0	0													erun		
rx04	\grey;Enchanted Rune (04)\n\purple;Nif Rune		1	0	2		1	0	0													erun		
rx05	\grey;Enchanted Rune (05)\n\purple;Xeth Rune		1	0	2		1	0	0													erun		
rx06	\grey;Enchanted Rune (06)\n\purple;Xith Rune		1	0	2		1	0	0													erun		
rx07	\grey;Enchanted Rune (07)\n\purple;Thal Rune		1	0	2		1	0	0													erun		
rx08	\grey;Enchanted Rune (08)\n\purple;Rhal Rune		1	0	2		1	0	0													erun		
rx09	\grey;Enchanted Rune (09)\n\purple;Urt Rune		1	0	2		1	0	0													erun		
rx10	\grey;Enchanted Rune (10)\n\purple;Tuul Rune		1	0	2		1	0	0													erun		
rx11	\grey;Enchanted Rune (11)\n\purple;Ahmn Rune		1	0	2		1	0	0													erun		
rx12	\grey;Enchanted Rune (12)\n\purple;Zol Rune		1	0	2		1	0	0													erun		
rx13	\grey;Enchanted Rune (13)\n\purple;Shaen Rune		1	0	2		1	0	0													erun		
rx14	\grey;Enchanted Rune (14)\n\purple;Doj Rune		1	0	2		1	0	0													erun		
rx15	\grey;Enchanted Rune (15)\n\purple;Hem Rune		1	0	2		1	0	0													erun		
rx16	\grey;Enchanted Rune (16)\n\purple;Iu Rune		1	0	2		1	0	0													erun		
rx17	\grey;Enchanted Rune (17)\n\purple;Lux Rune		1	0	2		1	0	0													erun		
rx18	\grey;Enchanted Rune (18)\n\purple;Ka Rune		1	0	2		1	0	0													erun		
rx19	\grey;Enchanted Rune (19)\n\purple;Fel Rune		1	0	2		1	0	0													erun		
rx20	\grey;Enchanted Rune (20)\n\purple;Lew Rune		1	0	2		1	0	0													erun		
rx21	\grey;Enchanted Rune (21)\n\purple;Phul Rune		1	0	2		1	0	0													erun		
rx22	\grey;Enchanted Rune (22)\n\purple;Un Rune		1	0	2		1	0	0													erun		
rx23	\grey;Enchanted Rune (23)\n\purple;Mhal Rune		1	0	2		1	0	0													erun		
rx24	\grey;Enchanted Rune (24)\n\purple;Yst Rune		1	0	2		1	0	0													erun		
rx25	\grey;Enchanted Rune (25)\n\purple;Gur Rune		1	0	2		1	0	0													erun		
rx26	\grey;Enchanted Rune (26)\n\purple;Vez Rune		1	0	2		1	0	0													erun		
rx27	\grey;Enchanted Rune (27)\n\purple;Ohn Rune		1	0	2		1	0	0													erun		
rx28	\grey;Enchanted Rune (28)\n\purple;Loz Rune		1	0	2		1	0	0													erun		
rx29	\grey;Enchanted Rune (29)\n\purple;Zur Rune		1	0	2		1	0	0													erun		
rx30	\grey;Enchanted Rune (30)\n\purple;Bur Rune		1	0	2		1	0	0													erun		
rx31	\grey;Enchanted Rune (31)\n\purple;Iah Rune		1	0	2		1	0	0													erun		
rx32	\grey;Enchanted Rune (32)\n\purple;Yham Rune		1	0	2		1	0	0													erun		
rx33	\grey;Enchanted Rune (33)\n\purple;Xod Rune		1	0	2		1	0	0													erun		
s@s	Assur's Bane		1	0	2		4	0	0													kill		
sath	\grey;Quest Item\n\gold;Askari Call		1	0	2		1	0	0													thng		
sbag	\gold;Angel Bag		2	0	2		1	0	0													thng		
sc01	Scroll		1	0	2		0	0	0													thng		
sc02	Scroll		1	0	2		0	0	0													thng		
sc03	Scroll		1	0	2		0	0	0													thng		
sc04	Scroll		1	0	2		0	0	0													thng		
scz	Scalp		1	0	2		1	0	0													body		
senn	unused		1	0	2		0	0	0													thng		
skc	\purple;Chipped Skull		1	0	2		8	0	0													gemz,gem0		
skf	\purple;Flawed Skull		1	0	2		9	0	0													gemz,gem1		
skl	\purple;Flawless Skull		1	0	2		11	0	0													gemz,gem3		
sku	\purple;Skull		1	0	2		10	0	0													gemz,gem2		
skz	\purple;Perfect Skull		1	0	2		12	0	0													gemz,gem4		
slc1	Level Challenge I\n\orange;Scroll of Athulua		1	0	2		0	0	0													thng		
slc2	Level Challenge II\n\orange;Scroll of the Zakarum		1	0	2		0	0	0													thng		
smi1	unused		1	0	2		0	0	0													thng		
smi2	unused		1	0	2		0	0	0													thng		
sofd	Cube Reagent\n\orange;Seal of Darkness		1	0	2		0	0	0													thng		
sol	Soul		1	0	2		1	0	0													body		
spe	Spleen		1	0	2		1	0	0													body		
t@t	Demonsbane		1	0	2		1	0	0													grtz		
tal	Tail		1	0	2		1	0	0													body		
tbk	Tome of Town Portal		2	0	2	1	0	0	0													book		
tbr	By Mel Odom\nThe Black Road		1	0	2		1	0	0													grtz		
tch	Torch		2	0	2	2	0	0	0													torc		
ths	The Sleep		1	0	2		1	0	0													grtz		
toa	\orange;Belladonna Extract		1	0	2		999	0	0													ques		
tr1	Horadric Scroll		2	0	2		999	0	0										1			ques		
tr2	Scroll of Resistance		2	0	2		999	0	0										1			thng		
trc	Umbaru Treasure		1	0	2		1	0	0													grtz		
tsc	Scroll of Town Portal		1	0	2		0	0	0													scro		
twi	\gold;Sunstone of the Twin Seas		1	0	2		1	0	0													grtz		
u@+	\gold;I Am Rich		1	0	2		1	0	0													grtz		
vic	FLYING POLAR BUFFALO ERROR		1	0	2		5	0	0													thng		
vip	Amulet of the Viper		1	0	2		4	0	0									invvip	1			amul		
voDX	Cube Reagent\n\orange;Enchanting Crystal		1	0	2		1	0	0													thng		
voXX	Books of Kalan		2	0	2		1	0	0													grtz		
voi1	\purple;Scroll of Greed		1	0	2		1	0	0													thng		
voi2	\purple;Scroll of Sloth		1	0	2		1	0	0													thng		
voi3	\purple;Scroll of Envy		1	0	2		1	0	0													thng		
voi4	\purple;Scroll of Wrath		1	0	2		1	0	0													thng		
voi5	\purple;Scroll of Gluttony		1	0	2		1	0	0													thng		
voi6	\purple;Scroll of Lust		1	0	2		1	0	0													thng		
vor1	Ring of Pride		1	0	2		4	0	0													kill		
vor2	Sigil of Deadly Sins		1	0	2		4	0	0													kill		
vps	Stamina Potion		1	0	2		1	0	0													spot		
w@w	Cold Fusion Schematics		1	0	2		1	0	0													grtz		
wms	Thawing Potion		1	0	2		2	0	0													wpot		
x01	Sacred Sunstone		1	0	2		1	0	0													araa		
x02	Shadow Vortex		1	0	2		1	0	0													arab		
x03	Worldstone Orb		1	0	2		1	0	0													arac		
x04	Caoi Dulra Fruit		1	0	2		1	0	0													arad		
x05	Soulstone Shard		1	0	2		1	0	0													arae		
x06	Eye of Divinity		1	0	2		1	0	0													araf		
x07	Nexus Crystal		1	0	2		1	0	0													arag		
x0x	Eternal Bone Pile		1	0	2		1	0	0													grtz		
x1x	\gold;Shard of Fire		1	0	2		1	0	0													thng		
x2x	\gold;Shard of Ice		1	0	2		1	0	0													thng		
x3x	\gold;Shard of Thunder		1	0	2		1	0	0													thng		
x4x	Sunstone of the Gods		1	0	2		1	0	0													grtz		
x5x	\gold;Sunstone of Fire		1	0	2		1	0	0													thng		
x6x	\gold;Sunstone of Ice		1	0	2		1	0	0													thng		
x7x	\gold;Sunstone of Thunder		1	0	2		1	0	0													thng		
x@x	The Glorious Book of Median		1	0	2		1	0	0													grtz		
xyz	Right Click to permanently add 50 to Life\nPotion of Life		1	0	2		999	0	0										1			ques		
yo1	\purple;Chipped Rainbow Stone		1	0	2		4	0	0													gemx,gem0		
yo2	\purple;Flawed Rainbow Stone		1	0	2		5	0	0													gemx,gem1		
yo3	\purple;Rainbow Stone		1	0	2		6	0	0													gemx,gem2		
yo4	\purple;Flawless Rainbow Stone		1	0	2		7	0	0													gemx,gem3		
yo5	\purple;Perfect Rainbow Stone		1	0	2		8	0	0													gemx,gem4		
yps	Antidote Potion		1	0	2		1	0	0													apot		
yq1	\orange;Sunless Crystal Bird		2	0	2		1	0	0													thng		
yq2	Six Angel Bag		2	0	2		1	0	0													grtz		
yq8	Zakarum's Ear		1	0	2		1	0	0													grtz		
yqe	Moon of the Spider		1	0	2		1	0	0													grtz		
yqx	Spirit Trance Herb		1	0	2		1	0	0													grtz		
zk+	\dgreen;Signet of Gold	1500	1	0	2		1	0	0													poti		
zkg	\dgreen;Greater Signet of Experience	1500 + 15*stat('level'.accr)	1	0	2		1	0	0													poti		
zkr	\dgreen;Large Signet of Experience	500 + 6 * stat('level'.accr)	1	0	2		1	0	0													poti		
zku	\dgreen;Signet of Experience	300 + 2 * stat('level'.accr)	1	0	2		1	0	0													poti		
zkw	\dgreen;Signet of Gold	"min(stat('level'.accr)*150,stat('level'.accr)*10000-stat('gold'.accr)) "	1	0	2		1	0	0													poti		
zkx	\dgreen;Greater Signet of Gold	"min(stat('level'.accr)*500,stat('level'.accr)*10000-stat('gold'.accr)) "	1	0	2		1	0	0													poti		
{01	\orange;Lord of Lies Fragment		1	0	2		1	0	0													thng,trfr		
{02	\orange;Legacy of Blood Fragment		1	0	2		1	0	0													thng,trfr		
{03	\orange;Judgement Day Fragment		1	0	2		1	0	0													thng,trfr		
{04	\orange;Yshari Sanctum Fragment		1	0	2		1	0	0													thng,trfr		
{05	\orange;Kingdom of Shadow Fragment		1	0	2		1	0	0													thng,trfr		
{06	\orange;Duncraig Fragment		1	0	2		1	0	0													thng,trfr		
{07	\orange;Xazax Fragment		1	0	2		1	0	0													thng,trfr		
{08	\orange;The Veiled Prophet Fragment		1	0	2		1	0	0													thng,trfr		
{09	\orange;Tran Athulua Fragment		1	0	2		1	0	0													thng,trfr		
{10	\orange;Quov Tsin Fragment		1	0	2		1	0	0													thng,trfr		
{11	\orange;Astrogha Fragment		1	0	2		1	0	0													thng,trfr		
{12	\orange;Heart of Sin Fragment		1	0	2		1	0	0													thng,trfr		
{13	\orange;Viz-jun Fragment		1	0	2		1	0	0													thng,trfr		
{14	\orange;Archbishop Lazarus Fragment		1	0	2		1	0	0													thng,trfr		
{15	\orange;The Triune Fragment		1	0	2		1	0	0													thng,trfr		
{16	\orange;Nephalem's Sacrifice Fragment		1	0	2		1	0	0													thng,trfr		
{17	\orange;Banisher of Light Fragment		1	0	2		1	0	0													thng,trfr		
{18	\orange;Ghosts of Old Bremmtown Fragment		1	0	2		1	0	0													thng,trfr		
{19	\orange;The Void Fragment		1	0	2		1	0	0													thng,trfr		
{20	\orange;Eve of Destruction Fragment		1	0	2		1	0	0													thng,trfr		
|\#	Xazax's Illusion		1	0	2		1	0	0													grtz		
|\\	The Ancient Repositories		1	0	2		1	0	0													grtz		
|ab	Cube Reagent\n\orange;Ancient Book		2	0	2		1	0	0													thng		
|bc	Cube Reagent\n\gold;Book of Cain		2	0	2		1	0	0													thng		
|dc	Dragon Claw		1	0	2		1	0	0													grtz		
|ld	Lylia's Curse		1	0	2		1	0	0													grtz		
|ms	\gold;Ghost Trance		1	0	2		1	0	0													thng		
|wc	Weather Control		1	0	2		1	0	0													grtz		
